la,lo,s
"47.461","-122.314","727930"
"47.483","-122.217","727934"
"47.533","-122.3","727935"
"47.9","-122.283","727937"
"47.267","-122.567","727938"
"47.934","-124.561","727970"
"48.35","-122.65","727975"
"48.794","-122.537","727976"
"48.517","-123.017","727985"
"48.65","-123.433","727990"
"48.367","-123.75","727995"
"47.617","-52.75","728010"
"46.883","-55.417","728020"
"48.95","-54.567","728030"
"49.217","-57.4","728040"
"47.283","-54","728070"
"51.433","-57.217","728080"
"49.85","-64.45","728100"
"50.25","-63.6","728105"
"50.217","-66.267","728110"
"51.85","-63.283","728120"
"50.183","-61.8","728130"
"48.533","-58.55","728150"
"53.317","-60.417","728160"
"52.25","-55.6","728170"
"53.7","-57.033","728180"
"51.367","-55.633","728190"
"49.767","-77.8","728210"
"49.817","-74.417","728220"
"51.95","-68.133","728241"
"52.933","-66.867","728250"
"53.2","-70.9","728260"
"54.8","-66.817","728280"
"49.417","-82.467","728310"
"49.7","-86.95","728340"
"51.267","-80.65","728360"
"50.283","-88.9","728410"
"50.117","-91.9","728420"
"49.833","-92.75","728425"
"51.467","-90.2","728450"
"53.833","-89.867","728480"
"49.8","-94.367","728500"
"49.9","-98.267","728510"
"49.9","-97.233","728520"
"51.067","-93.817","728540"
"51.1","-100.05","728550"
"50.617","-96.983","728560"
"54.683","-101.683","728575"
"53.183","-99.267","728580"
"50.383","-102.583","728610"
"49.067","-103","728620"
"50.433","-104.667","728630"
"50.333","-105.55","728640"
"51.767","-104.2","728650"
"52.167","-106.683","728660"
"53.967","-101.1","728670"
"52.867","-102.4","728680"
"53.217","-105.683","728690"
"50.283","-107.683","728700"
"53.35","-110.833","728710"
"50.017","-110.717","728720"
"52.1","-111.45","728730"
"49.633","-112.8","728740"
"49.5","-113.95","728750"
"52.767","-108.25","728760"
"51.1","-114.017","728770"
"52.183","-113.9","728780"
"53.567","-113.517","728790"
"49.6","-115.783","728800"
"53.583","-116.45","728810"
"50.967","-118.183","728820"
"52.117","-119.3","728830"
"49.3","-117.633","728840"
"50.7","-120.45","728870"
"52.883","-118.067","728880"
"49.467","-119.6","728890"
"49.95","-119.383","728895"
"49.05","-123.867","728900"
"49.25","-124.833","728905"
"50.233","-121.583","728910"
"49.183","-123.167","728920"
"49.717","-124.9","728930"
"49.383","-126.533","728940"
"50.917","-127.95","728950"
"53.883","-122.667","728960"
"52.267","-128.717","728970"
"54.3","-130.433","728980"
"54.25","-133.05","728990"
"55.45","-60.233","729000"
"55.333","-63.217","729010"
"55.283","-77.767","729050"
"58.1","-68.417","729060"
"63.75","-68.55","729090"
"56.35","-94.7","729120"
"58.75","-94.067","729130"
"64.2","-83.367","729150"
"57.35","-107.133","729200"
"55.1","-105.3","729220"
"74.717","-94.983","729240"
"64.3","-96","729260"
"52.383","-114.917","729280"
"54.133","-115.667","729300"
"56.65","-111.217","729320"
"58.767","-111.117","729330"
"60.017","-111.967","729340"
"60.85","-115.767","729350"
"62.467","-114.45","729360"
"67.833","-115.117","729380"
"68.933","-116.917","729390"
"55.183","-118.883","729400"
"56.233","-120.733","729430"
"55.3","-123.133","729440"
"58.833","-122.583","729450"
"61.75","-121.233","729460"
"70.167","-124.683","729480"
"54.817","-127.183","729500"
"54.467","-128.583","729510"
"54.233","-125.767","729520"
"60.117","-128.817","729530"
"68.3","-133.483","729570"
"69.45","-133","729590"
"60.717","-135.067","729640"
"61.367","-139.05","729670"
"41.2","-74.617","740001"
"40.167","-112.933","740030"
"65.283","-126.8","740430"
"60.167","-132.75","740450"
"52.117","-124.083","740500"
"55.75","-120.183","740561"
"58.617","-117.167","740660"
"56.233","-117.433","740680"
"55.3","-114.783","740690"
"62.717","-109.167","740730"
"59.567","-108.483","740760"
"55.85","-108.467","740770"
"56.867","-101.067","740780"
"55.8","-97.867","740790"
"70.45","-68.55","740900"
"66.583","-61.617","740940"
"53.25","-131.817","741010"
"53.033","-122.517","741030"
"52.183","-122.067","741040"
"50","-127.417","741050"
"49.083","-125.767","741060"
"51.933","-131.017","741070"
"49.017","-122.367","741080"
"50.683","-127.367","741090"
"50.583","-126.933","741100"
"50.783","-128.433","741110"
"49.367","-121.5","741140"
"54.417","-110.283","741200"
"53.667","-113.467","741210"
"51.183","-115.567","741220"
"53.317","-113.583","741230"
"54.117","-108.433","741250"
"50.55","-111.9","741260"
"51.467","-109.167","741290"
"53.333","-104","741300"
"49.167","-105.967","741350"
"51.267","-102.467","741380"
"49.917","-99.95","741400"
"53.967","-97.833","741410"
"53.867","-94.667","741450"
"53.55","-64.1","741820"
"50.233","-57.583","741850"
"49.133","-68.2","741870"
"48.767","-64.483","741895"
"49.267","-54.883","741930"
"47.617","-57.617","741940"
"47.867","-55.85","741950"
"48.7","-53.083","741960"
"47.567","-59.167","741970"
"52.8","173.167","742010"
"47.133","-122.483","742060"
"47.083","-122.583","742070"
"47.083","-122.583","742071"
"36.433","-79.85","742077"
"38.883","-82.083","742079"
"46.428","-105.886","742300"
"33.95","-96.4","742513"
"34.05","-94.4","743312"
"44.05","-75.733","743700"
"43.9","-69.933","743920"
"42.933","-71.433","743941"
"42.933","-71.433","743945"
"42.783","-71.517","743946"
"52.8","173.167","743950"
"44.883","-63.517","743951"
"44.983","-64.917","743970"
"45.367","-63.267","743980"
"42.417","-73.283","744104"
"37.817","-88.55","744652"
"38.15","-89.7","744653"
"41.767","-88.467","744655"
"38.417","-88.417","744656"
"38.517","-89.1","744657"
"38.667","-88.45","744658"
"38.717","-88.183","744659"
"39.067","-88.533","744661"
"39.533","-89.333","744662"
"39.633","-90.783","744663"
"42.117","-87.9","744665"
"40.15","-89.333","744672"
"40.655","-73.796","744860"
"40.717","-73.4","744864"
"40.85","-72.633","744865"
"52.8","173.167","744900"
"42.717","-71.117","744904"
"42.567","-71.6","744905"
"42.2","-72.533","744910"
"42.15","-72.717","744915"
"42.5","-79.283","744989"
"42.85","-73.933","744994"
"36.983","-120.117","745046"
"39.5","-121.617","745048"
"33.033","-116.917","745056"
"36.933","-121.783","745058"
"34.617","-122.317","745060"
"37.417","-122.05","745090"
"38.267","-121.933","745160"
"38.967","-104.817","745310"
"37.7","-98.75","745430"
"37.333","-95.517","745431"
"39.833","-84.05","745700"
"38.817","-76.867","745940"
"38.317","-75.117","745946"
"39","-74.9","745966"
"37.083","-76.367","745980"
"36.633","-80.017","745985"
"34.55","-120.617","746061"
"35.683","-117.683","746120"
"36.667","-87.5","746710"
"37.056","-88.774","746715"
"36.981","-86.436","746716"
"35.567","-77.05","746925"
"35","-77.967","746929"
"35.133","-78.933","746930"
"35.65","-79.883","746935"
"35.367","-78.733","746936"
"35.767","-79.05","746939"
"35.467","-77.967","746940"
"36.261","-76.175","746941"
"52.8","173.167","746943"
"36.333","-119.95","747020"
"34.05","-117.567","747040"
"32.833","-115.583","747185"
"33.628","-116.16","747187"
"33.619","-114.717","747188"
"32.85","-106.1","747320"
"33.9","-106.4","747330"
"30.583","-100.65","747335"
"32.633","-106.4","747340"
"31.917","-98.6","747355"
"30.511","-99.766","747400"
"31.333","-92.55","747540"
"30.4","-89.067","747685"
"30.417","-88.917","747686"
"30.467","-88.533","747688"
"30.067","-85.583","747750"
"30.533","-85.183","747760"
"30.433","-86.683","747770"
"32","-81.133","747804"
"33.983","-83.967","747808"
"30.967","-83.2","747810"
"34.017","-84.6","747812"
"27.85","-82.517","747880"
"33.967","-80.467","747900"
"33.683","-78.933","747910"
"33.817","-78.717","747915"
"28.05","-81.75","747930"
"28.467","-80.55","747940"
"28.617","-80.7","747945"
"28.617","-80.717","747946"
"28.233","-80.6","747950"
"53.8","-0.75","749007"
"33.016","-85.066","749011"
"45.583","-70.866","749020"
"44.316","-77.633","749021"
"40.183","-74.066","749022"
"8.6","-79.916","749025"
"8.233","-78.9","749026"
"8.85","-79.783","749027"
"9.133","-79.233","749028"
"8.25","-80.566","749035"
"26.366","-80.1","749044"
"27.466","-81.366","749045"
"29.883","-97.866","749056"
"29.35","-98.449","749058"
"32.266","-64.85","749066"
"34.8","-79.366","749068"
"39.433","-77.449","749070"
"36.233","-76.133","749072"
"32.4","-86.25","749073"
"38.933","-85.916","749074"
"38.833","-85.416","749076"
"35.433","-82.483","749082"
"32.499","-85.766","749089"
"30.666","-96.55","749091"
"37.1","-95.583","749092"
"37.166","-97.033","749097"
"48","-66.683","749103"
"40.733","-73.6","749105"
"40.65","-98.083","749111"
"41.45","-95.066","749113"
"52.383","-0.416","749114"
"53.383","-2.65","749117"
"54.766","-58.45","749118"
"58.216","-62.583","749119"
"63.95","-22.616","749126"
"65.933","-36.683","749127"
"60.683","-46.533","749132"
"66.033","-53.566","749140"
"63.433","-51.183","749141"
"67.1","-62.35","749142"
"28.866","-100.516","749155"
"34.483","-104.216","749158"
"35.533","-100.75","749159"
"31.4","-103.516","749160"
"31.516","-103.133","749161"
"31.933","-108.983","749163"
"33.233","-107.016","749164"
"31.833","-107.65","749165"
"32.516","-111.316","749167"
"35.116","-119.3","749170"
"35.133","-118.449","749171"
"52.216","-174.2","749205"
"67.433","-150.216","749222"
"23.616","87.2","749238"
"14.666","107.8","749313"
"15.116","145.7","749316"
"26.383","127.75","749331"
"32.083","118.75","749347"
"30.583","114.25","749348"
"36.083","129.566","749388"
"-15.5","167.25","749445"
"33.416","-115.833","749477"
"48.083","11.266","749538"
"32.533","-116.967","760013"
"32.633","-115.233","760053"
"31.85","-116.633","760500"
"31.3","-113.55","760610"
"31.633","-106.417","760753"
"16.45","-93.067","760754"
"30.367","-109.683","761180"
"30.617","-106.517","761300"
"29.167","-118.317","761510"
"29.083","-110.933","761600"
"28.633","-106.083","762250"
"28.7","-105.967","762253"
"28.7","-100.533","762430"
"27.283","-112.25","762530"
"27.917","-110.883","762550"
"27.967","-110.917","762555"
"27.367","-109.933","762580"
"27.433","-99.567","762863"
"26.017","-111.333","763050"
"26.883","-101.433","763420"
"26","-98.217","763503"
"25.683","-109.083","763615"
"25.533","-103.433","763820"
"25.367","-101.017","763900"
"25.867","-100.383","763940"
"25.767","-100.1","763943"
"25.783","-100.1","763944"
"25.767","-97.517","763993"
"24.167","-110.3","764050"
"24.067","-110.35","764055"
"23.15","-109.717","764056"
"24.8","-107.4","764120"
"24.817","-107.4","764125"
"24.117","-104.517","764235"
"23.2","-106.417","764580"
"23.15","-106.25","764591"
"23.15","-106.267","764593"
"23.7","-98.95","764915"
"23.767","-98.2","764990"
"22.883","-102.683","765255"
"22.183","-100.983","765390"
"22.2","-97.85","765480"
"22.283","-97.85","765491"
"22.283","-97.867","765493"
"22.283","-97.85","765494"
"21.517","-104.883","765560"
"21.867","-102.3","765710"
"20.983","-101.483","765773"
"21.033","-86.883","765905"
"21.033","-86.867","765906"
"20.683","-105.25","766010"
"20.683","-105.25","766011"
"20.667","-105.25","766013"
"20.6","-97.45","766127"
"20.517","-103.3","766133"
"20.583","-100.4","766250"
"20.083","-98.367","766340"
"20.083","-98.367","766342"
"20.983","-89.65","766440"
"20.933","-89.667","766443"
"22.1","-103.267","766490"
"20.517","-86.95","766491"
"20.517","-86.917","766493"
"19.133","-104.55","766534"
"19.05","-104.317","766540"
"19.383","-102.033","766546"
"19.267","-103.583","766580"
"19.85","-101.017","766655"
"19.333","-99.567","766753"
"19.433","-99.133","766790"
"19.433","-99.067","766793"
"19.05","-98.167","766850"
"19.55","-96.917","766870"
"19.15","-96.183","766910"
"19.133","-96.183","766913"
"19.15","-96.117","766920"
"19.85","-90.55","766950"
"18.883","-99.233","767260"
"18.1","-94.583","767383"
"18.133","-94.417","767410"
"17.983","-92.817","767433"
"18.017","-92.95","767441"
"18.65","-91.8","767493"
"18.483","-88.3","767500"
"16.45","-95.083","767502"
"17.6","-101.45","767584"
"17","-96.717","767755"
"16.75","-99.767","768053"
"16.75","-99.75","768056"
"16.75","-93.133","768430"
"15.767","-96.25","768485"
"15.867","-97.083","768556"
"14.783","-92.367","769043"
"32.366","-64.683","780160"
"26.55","-78.7","780620"
"25.05","-77.467","780730"
"22.983","-82.4","782240"
"23.017","-81.433","782290"
"22.15","-80.4","782440"
"21.417","-77.85","782550"
"22.45","-78.317","782561"
"20.783","-76.317","782623"
"19.967","-75.85","782640"
"23.167","-82.35","783250"
"22.883","-82.5","783284"
"21.783","-78.783","783460"
"21.4","-77.85","783550"
"19.9","-75.217","783670"
"19.25","-81.417","783830"
"19.283","-81.35","783840"
"18.5","-77.917","783880"
"17.933","-76.783","783970"
"18.567","-72.3","784390"
"19.75","-70.55","784570"
"19.75","-70.55","784580"
"19.45","-70.7","784600"
"18.45","-68.9","784785"
"18.567","-68.367","784790"
"18.467","-69.967","784840"
"18.433","-69.667","784850"
"18.433","-69.883","784860"
"18.5","-67.133","785140"
"18.25","-67.15","785145"
"18.017","-66.567","785201"
"18","-66.55","785203"
"18.417","-66","785260"
"18.433","-66","785263"
"18.25","-65.633","785350"
"18.35","-64.967","785430"
"17.7","-64.8","785470"
"17.533","-88.3","785830"
"15.317","-91.467","786270"
"16.9","-89.867","786311"
"15.717","-88.6","786370"
"14.583","-90.517","786410"
"13.917","-90.817","786470"
"13.7","-89.117","786630"
"13.433","-89.05","786660"
"13.267","-87.65","787000"
"16.317","-86.517","787030"
"15.733","-86.867","787050"
"15.45","-87.933","787080"
"15.217","-83.8","787110"
"14.783","-88.783","787170"
"14.317","-88.167","787190"
"14.05","-87.217","787200"
"13.3","-87.183","787240"
"14.067","-83.367","787300"
"12.1","-85.367","787350"
"12.633","-87.133","787390"
"12.15","-86.167","787410"
"12","-83.767","787450"
"9.983","-84.217","787620"
"9.95","-84.133","787625"
"10","-83.05","787670"
"10.617","-85.433","787740"
"9.05","-79.367","787920"
"8.4","-82.417","787930"
"8.083","-80.95","787950"
"8.983","-79.55","788060"
"8.983","-79.517","788067"
"8.967","-79.55","788071"
"8.383","-80.117","788078"
"17.3","-62.683","788580"
"17.117","-61.783","788610"
"17.117","-61.783","788620"
"18.033","-63.117","788660"
"16.267","-61.6","788970"
"15.533","-61.3","789050"
"15.533","-61.4","789060"
"14.6","-61","789250"
"13.75","-60.95","789480"
"13.133","-61.2","789510"
"13.067","-59.483","789540"
"12","-61.783","789580"
"11.15","-60.833","789613"
"11.15","-60.833","789620"
"10.617","-61.35","789700"
"12.5","-70.017","789820"
"12.2","-68.967","789880"
"12.15","-68.283","789900"
"12.583","-81.717","800010"
"10.45","-75.517","800220"
"10.883","-74.783","800280"
"4.217","-74.633","800810"
"7.1","-73.2","800940"
"7.933","-72.517","800970"
"6.217","-75.6","801100"
"6.133","-75.433","801120"
"4.283","-74.8","802190"
"4.7","-74.133","802220"
"3.55","-76.383","802590"
"-4.167","-69.95","803980"
"15.7","-63.633","804020"
"11.417","-69.683","804030"
"11.8","-66.183","804050"
"10.567","-71.733","804070"
"10.067","-69.317","804100"
"10.5","-68","804120"
"10.25","-67.65","804130"
"10.6","-66.983","804150"
"10.5","-66.883","804160"
"10.117","-64.683","804190"
"10.9","-63.967","804214"
"9.817","-70.933","804250"
"9.35","-70.617","804260"
"9.55","-69.233","804270"
"9.017","-69.733","804280"
"9.917","-67.333","804310"
"9.75","-63.183","804350"
"8.6","-71.183","804380"
"8.617","-70.217","804400"
"8.933","-67.417","804420"
"8.15","-63.55","804440"
"7.85","-72.45","804470"
"7.9","-67.417","804500"
"10.167","-67.933","804720"
"6.8","-58.15","810010"
"6.5","-58.25","810020"
"5.45","-55.2","812250"
"5.45","-55.183","812253"
"4.833","-52.367","814050"
"2.833","-60.7","820220"
"2.067","-50.85","820300"
"0.033","-51.05","820980"
"0.05","-51.067","820990"
"-3.033","-60.05","821110"
"-1.383","-48.483","821930"
"-2.433","-54.717","822440"
"-2.6","-44.233","822810"
"-2.917","-41.75","822880"
"-3.367","-64.7","823170"
"-3.15","-59.983","823320"
"-3.783","-38.533","823980"
"-3.85","-32.417","824000"
"-3.667","-69.667","824110"
"-5.35","-49.15","825620"
"-5.05","-42.817","825790"
"-5.2","-37.367","825910"
"-5.917","-35.25","825990"
"-26.867","-48.65","825991"
"-7.633","-72.667","827040"
"-6.117","-50","827641"
"-7.217","-35.883","827950"
"-7.1","-34.867","827980"
"-8.767","-63.917","828240"
"-8.116","-34.916","828981"
"-8.067","-34.85","828990"
"-10","-67.8","829170"
"-9.517","-35.783","829930"
"-10.983","-37.067","830950"
"-10.917","-37.05","830960"
"-12.7","-60.1","832080"
"-12.9","-38.333","832480"
"-14.8","-39.067","833480"
"-14.817","-39.033","833490"
"-15.65","-56.1","833620"
"-15.867","-47.933","833780"
"-16.233","-48.967","834190"
"-16.633","-49.217","834240"
"-17.633","-39.25","834970"
"-19.083","-57.5","835520"
"-19.783","-47.967","835760"
"-19.75","-47.917","835770"
"-19.85","-43.95","835830"
"-19.933","-43.933","835870"
"-20.467","-54.667","836120"
"-20.267","-40.283","836490"
"-21.133","-47.767","836793"
"-21.85","-46.567","836810"
"-21.25","-43.767","836890"
"-21.75","-41.333","836980"
"-22.55","-55.7","837030"
"-22.117","-51.383","837160"
"-23","-47.133","837210"
"-22.317","-49.117","837220"
"-22.8","-43.683","837410"
"-22.817","-43.25","837460"
"-22.867","-43.367","837480"
"-22.9","-43.167","837550"
"-23.333","-51.133","837680"
"-24.083","-54.25","837750"
"-23.433","-46.467","837753"
"-23.433","-46.467","837780"
"-23.617","-46.65","837800"
"-23.233","-45.833","838090"
"-25.517","-54.583","838270"
"-25.517","-49.167","838400"
"-27.667","-48.55","838990"
"-29.783","-57.033","839280"
"-29.717","-53.7","839370"
"-30","-51.183","839710"
"-31.35","-54.117","839810"
"-31.783","-52.417","839850"
"-0.45","-90.267","840010"
"-0.95","-80.7","840120"
"0.967","-79.633","840180"
"0.083","-78.3","840450"
"-0.133","-78.483","840710"
"-0.583","-80.4","841010"
"-1.033","-80.467","841110"
"-1.033","-80.45","841115"
"-0.95","-80.683","841170"
